,Unnamed: 0.1,Unnamed: 0,Title,Company,Location,Type,Salary,Contract_type,Job Description,JobType,Skill
113,8,8,Business Analyst,Talent Infotech,"Severna Park, MD",Onsite,N,r,"The successful candidate will meet the following requirements:
6 to 8 years of overall experience with 2 to 3 years in a customer facing Business/System analyst /QA role
Experience with requirements management tools, requirements best practices, analysis tools (including UML).
Experience with testing in various environments including ASP.NET, JAVA/J2EE environments.
Experience with system integration testing, load/performance/stress testing and automated testing tools (WinRunner, LoadRunner etc).
Experience with configuration management tools such as Subversion and other document management tools such as Share Point.
Testing experience with Web services and User Interfaces
Excellent oral, written and communication skills to collaborate with various internal and external teams; ability to communicate requirements and design across teams
Security Clearance: Must be a U.S. Citizen or a permanent resident

Apply Now
Please apply by submitting your latest resume with a cover letter to the HR department at the following email address
hr@talentinfotech.com",Business Analyst,['communication']
114,9,9,Jr. Business Analyst - 114101,i28 technologies corporation,"Wellston, OH 45692",Onsite,"$50,000 - $55,000 ",r - Full-time,"Understanding and working with tools like Jira, Notion, Asana, Trello
Proficient in SQL and Excel.
Great communication skills,
Ability to understand complex problems and present to business stakeholders.
Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.
To speak with employer contact : +1 9086980777
Job Type: Full-time
Salary: $50,000.00 - $55,000.00 per year
Benefits:
Health insurance
Schedule:
8 hour shift
Work Location: One location

Health insurance",Business Analyst,['communication']
115,10,10,Business Analyst (Life & Annuity),IT America Inc,Remote,Remote,$55 - $60 ,ct,"Position Title: Business Analyst (Lift & Annuity)
Location: Remote
Duration: 6+ Months
PRODUCT MODELING PROJECTS
Requirements gathering.
Assist in the development of supporting documentation.
Analyze business requirements to determine required product build features.
Model and maintain, carrier products according to IRI/ACORD Standards for PPfA/ PPfL, DPfA/DPfL on VTXml or via manual XML modeling.
Model products, features, distribution agreements, commissions, funds, ownerships as well as more complex configurations.
Test to ensure the products function correctly on the Order Entry platforms.
Facilitate deployments to test regions and production environment.
Analyze and resolve product production problems.
Provide support to carriers, distributors and colleagues on modelling questions/issues.
FORMS & CARRIER QUESTIONS TRACK
Requirements gathering.
Assists in the development of supporting documentation.
Analyze business requirements to determine impact to forms.
Perform form gap analysis to identify potential carrier question builds.
Create and activate custom carrier or distributor questions on the platforms.
Maintain carrier or distributor forms (tagging, generation rules).
Support the implementation of e-Signature forms functionality.
Use XML Spy to edit or create the Forms XML which is used by Client to define a forms library and form generation rules.
Use Adobe Acrobat to tag forms using Named Items or iPipeline AFFIRM XPath.
Create and maintain Common Map for AFFIRM using XML macro language.
Test to ensure the forms and questions function correctly on the Order Entry platforms.
Facilitate deployment of forms and carrier questions to test regions and production environment.
Analyzes and resolves production problems.
Provide support to carriers, distributors and colleagues on forms and carrier question issues.
SKILLS and EXPERIENCE
· Experience with Adobe Acrobat PDF forms tagging/editing.
· Familiarity with annuity order entry (e.g. iPipeline Affirm, Ebix AnnuityNet) or life insurance eApp (e.g. Ebix LifeSpeed, iPipeline Affirm) platforms.
· Knowledge of ACORD standards, XML Forms Management, VTXml, XML product Modeling PPfA (Product Profile for Annuities), PPfL (Product Profile for Life), DPfA (Distributor Profile for Annuities), DPfL (Distributor Profile for Life), XMLSpy, Xpath Reference, MACRO.
· Strong Business Analyst competencies:
· requirements gathering, documentation, needs analysis, test plan development and testing.
· Excellent verbal and written communication skills with the ability to interact professionally with diverse groups of individual (clients, colleagues, subject matter experts);
· self-starter, willing to explore all possibilities to move a project forward;
· relentless, always keeping an eye on the client’s delivery date; superior analytical and problem solving skills;
· consultative manner, with an ability to interpret a customer’s business needs by understanding their “why”.
· Able to translate business needs into application and operational requirements.
· The ideal candidate comes from an operations background within a life insurance or annuity carrier; from operations within a wealth management firm; or from an annuity/life insurance platform provider, giving them familiarity with life and annuity insurance products, insurance application package, business rules and Information Technology Services systems and capabilities.
· 5+ years relevant technical or business work experience
· Familiarity with DTCC, e-Sign applications or AMP are a plus.
· Bachelor’s degree in Computer Science, Business Administration, Mathematics or other related field or equivalent work experience.
Job Type: Contract
Salary: $55.00 - $60.00 per hour
Experience:
XML: 6 years (Required)
LIfe & Annuity: 5 years (Required)
Annuity Orders: 2 years (Required)
Work Location: Remote",Business Analyst,['communication']
116,11,11,Business Systems Analyst,"Control Systems Software, LLC","Urbandale, IA 50322",Onsite,"$50,000 - $90,000 ",r - Full-time,"Control Systems Software LLC is an agribusiness software provider whose mission is to build and support a customer-driven information system that delivers value. We are customer-owned by some of the most progressive agriculture cooperatives operating in over 400 locations throughout Iowa, Nebraska, Colorado, Missouri, Mississippi, and Indiana. Our product, CONTROL, is a fully integrated graphical software system with components designed to work together to provide a complete solution for commercial agribusiness operations.
We are currently seeking an additional Technical Business Analyst to join our team.
Some of what you’ll be doing:
· Eliciting and documenting requirements from our owners, members, customers, and team
· Writing user stories and acceptance criteria
· Documenting ‘As-is’ and ‘To-Be’ process flows and functionality
· Creating prototypes of new features and functionality
· Producing design documents to convey to developers the functionality to be developed and/or changed
· Developing Test plans based upon the requirements/user stories and performing initial testing
· Performing demonstrations of new and existing system features and functionality
· Serving as liaison between systems development and business users to ensure technical compatibility and satisfaction of systems.
· Collaborating with other Business Analysts, Customer Support, and Development
· Building relationships across the organization and with customers
· Facilitating meetings in person and remotely via Zoom or Teams
What you’ll need to have:
· 5 or more years work experience as a Technical Business Analyst or Systems Analyst including systems analysis, design, testing, SDLC and Agile
· Basic familiarity with writing SQL queries and iSeries/AS400
· Proficiency in business analysis concepts (business process mapping, context diagrams, use cases, user stories).
· Working knowledge of agile/iterative approaches, specifically Scrum and Kanban.
· Excellent organizational skills and attention to detail
· Outstanding communication (verbal, written and visual) and interpersonal skills
What would be nice for you to have:
· Bachelor’s degree
· Agriculture knowledge
· 2 or more years ERP system experience
· At least one Business Analysis certification (CBAP, PMI-PBA, ACBA)
· Project management experience
· UX design knowledge and skills
· Web App/API Design Experience
· Mobile App Design Experience
· IBM iSeries Experience
· Management experience
Job Type: Full-time
Pay: $50,000.00 - $90,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Ability to commute/relocate:
Urbandale, IA 50322: Reliably commute or planning to relocate before starting work (Required)
Work Location: One location

Health insurance",Business Analyst,"['agile', 'communication']"
117,12,12,Pop Health Business Analyst,Cano Health,"Miami Lakes, FL 33016",Onsite,Full-time,Full-time,"Overview:
At Cano Health, our culture is a “family of families”, growing stronger together to improve the lives of our patients, communities, and our associates. A culture that succeeds because of the hearts and minds of our people. Our values and guiding principles transform our lives with purpose and passion, becoming one focused source of hopeful change. A leadership culture that cultivates and empowers our people to gain ownership for their contributions and success. The Cano Movement is proof of what everyday people with a passion for health care can accomplish together.

Join the Cano Movement! The movement that doesn’t just offer a job, it offers an opportunity to serve and grow with purpose. At Cano you will be part of a collaborative team, dedicated to the pursuit of health & wellness excellence.

Cano Health offers competitive salaries, medical, dental & vision insurance, employee mental health program, paid time off, paid holidays, 401(k) with employer match, employee stock purchase program, tuition reimbursement and much more.

The Population Health Business Analyst will work directly with the Population Health team to conduct financial and operational analysis to meet or exceed quality metrics, financial targets, and other value-based benchmarks. This role maintains and analyzes a variety of internal and external data sets to facilitate meaningful insights that are used to improve the effectiveness and timeliness of business decisions. This role collects and reviews population health materials, and coordinates tasks associated with the financial, operational, and quality reporting for providers and related firms in the healthcare industry.

Responsibilities:
Maintaining and of KPI tracking modules.

Develop analyses on health equity and shared savings models.

Summarize, format and present analytical models to leadership team.

Complete monthly deliverable reports and recurring reports.

Ad-hoc reporting as needed by Management.

Develop a scope of knowledge about the primary care sector of the healthcare industry.

Administers standard reports, i.e., quality reports, Tableau, Population Health Platform (PHM)

Utilize SQL and other query tools to analyze large quantities of data, from multiple complex internal and external sources to glean understanding, derive actionable insights into organizational performance and the external environment, and measure progress toward strategic initiatives.

All other duties as assigned

Qualifications:
Bachelor’s Degree, preferably in MIS, Health Informatics, Statistics, or related field
1+ year experience, preferably in Healthcare.

Cano Health provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws.",Business Analyst,[]
118,13,13,ERP Business Analyst - Active DoD Secret Level Security,Redwood Strategy Group,"Washington, DC 20350",Onsite,"$95,000 - $120,000 ",r - Full-time,"Redwood Strategy Group, Inc. (RSG) has an exciting opportunity for an ERP Business Analyst to join our team supporting the United States Marine Corps (USMC) Deputy Commandant, Programs and Resources (DC P&R) Budget and Execution (B&E) Division to provide Defense Agencies Initiative (DAI) Financial Management Support.
The RSG ERP Business will provide broad functional support in the areas of Current Year Operational Support; SOP & Guidance; OBIEE Financial Reporting; Interface & USSGL Transaction Details; and Training.
General responsibilities include:
Supporting complex DAI issues and providing strategic direction for the team in areas of process improvement, training, report development, and interface monitoring and reconciliation.
Independently applying advance technical expertise and skills to implement business solutions related to DAI.
Performing independent quality assurance reviews of program performance and deliverables to ensure that contractual obligations are met.
Responsible for on-site quality control, review, and approval of working papers and findings and adherence to applicable standards, laws, policy, and regulations.
The ideal ERP Business Analyst will have:
Supported at least two (2) DAI implementations and have led specific business process areas during implementation to include supporting DAI training and help desk activities.
Demonstrated in-depth functional knowledge and expertise of at least two Oracle modules in DAI business functions to include: Budget to Report, Cost Accounting, Order to Cash, Procure to Pay, and OBIEE.
General understanding of the Treasury United States General Ledger (USSGL) posting logic.
Experience with performing financial analysis, identifying root cause and recommending solutions to financial issues.
Ability to effectively and professionally communicate complex financial issues and status verbally, in writing and via metrics and reports.
Location: On-site at the Pentagon (Arlington, VA).
Clearance: Active DoD Secret level security clearance. Interim security clearances are acceptable at the start of performance, but must be maintained until the Active Secret Level clearance is approved.
Qualifications
Bachelor's degree from accredited college or university in Accounting, Finance, Computer Science, Engineering, Mathematics, or Information Systems. Degree can be substituted if the candidate possesses the minimum years of experience of which a minimum of 3 years of DAI experience is included in the experience.
Must have 5 years of full-time (excluding internships) DAI experience providing financial systems or business systems services.
RSG offers competitive compensation and employee benefits to include medical, dental, vision, prescription, 401k matching, vacation, paid time off, holidays, flexible scheduling, life insurance, tuition reimbursement, professional development, bonus pay, and more.
Job Type: Full-time
Pay: $95,000.00 - $120,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Paid time off
Vision insurance
Compensation package:
Bonus pay
Yearly pay
Experience level:
5 years
Schedule:
8 hour shift
Ability to commute/relocate:
Washington, DC 20350: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
Have you supported at least two (2) DAI implementations and have led specific business process areas during implementation to include supporting DAI training and help desk activities?
This position requires you to work on-site at the Pentagon (Arlington, VA). Do you still wish to apply?
Education:
Bachelor's (Required)
Experience:
DAI: 5 years (Required)
Security clearance:
Secret (Required)
Work Location: In person

Health insurance",Business Analyst,[]
119,14,14,Senior Business Analyst,Weiss Multi-Strategy Advisers LLC,"New York, NY 10022",Hybrid remote,"$150,000 - $200,000 ",r - Full-time,"Position Description:
The Senior Business Analyst will analyze and document business requirements to successfully deliver various Investment Management IT projects. The ideal candidate will have strong communication skills, the ability to work on several different projects concurrently, and will have a strong understanding of the Investment Management process. Interested candidates must be able to work in our NYC office three days per week.
Major Responsibilities/Requirements:
Define business requirements and recommend solutions to business and IT teams
Participate in UX design for major platform upgrade
Experience designing and optimizing complex workflows
Document business requirements, user acceptance criteria, use cases, and workflow diagrams
Complete assignments with the ability to work on multiple projects simultaneously
Collaborate with both IT personnel and business end users during project planning, incremental software delivery reviews, and user acceptance testing to ensure the software has been implemented as specified
Develop and maintain strong working relationships with a diverse group of business users (portfolio managers, traders, executives, back-office support, IT/project managers, etc.)
Perform quality assurance testing on all the firm's applications
Ability to conduct user training and create user documentation/online help tools
Required Education/Experience:
Bachelor’s degree in finance, accounting, or computer sciences preferred
MBA/CFA is a plus
3-5 years of business analysis experience for a hedge fund or other asset management firm.
Expected Skills:
General knowledge of global financial markets and instruments
Experience in all phases of the Software Development Life Cycle
Demonstrated written and verbal skills
Strong interpersonal, teamwork, and customer support skills
Proficient in both Excel and SQL
Strong analytical skills
Familiarity with financial services data providers, e.g., Bloomberg, Reuters, etc.
Experience with a buy-side order management system, preferably Eze OMS.
Desired Skills:
User experience (UX) design
Familiarity with prototyping data visuals with Tableau
Weiss Multi-Strategy Advisers LLC is an Equal Opportunity Employer and does not discriminate in hiring or employment based on race, color, age, religion, sex, sexual orientation, gender identity, national origin, handicap, veteran status, ethnicity, disability, genetic information, or other classes protected under federal or state law.
Job Type: Full-time
Pay: $150,000.00 - $200,000.00 per year
Benefits:
401(k)
Dental insurance
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Vision insurance
Compensation package:
Bonus pay
Experience level:
3 years
4 years
5 years
Schedule:
8 hour shift
Monday to Friday
Ability to commute/relocate:
New York, NY 10022: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Required)
Experience:
Business analysis: 3 years (Required)
SQL: 3 years (Required)
Hedge Fund/Asset Management: 3 years (Required)
Work Location: Hybrid remote in New York, NY 10022

Health insurance",Business Analyst,['communication']
120,0,0,Business Analyst,Technomile,"McLean, VA",Remote,N,,"Candidate will work with the Project Manager to gather requirements and complete client business process analysis. Participate in User Acceptance Testing, Quality Assurance Activities and Client Training. Candidate must have critical analysis and organization skills. Business Analysis will play an important role participating in project workshops, taking notes, and then supporting the development of deliverables to the client in the form of business process definition, functional and technical requirements, and system testing materials. Business Analysts will also support the final solution deployment by assisting customers with using the system properly once the system is placed into product.

Business Analysts will also have the opportunity to apply the leading software development life-cycle methodologies that consist of both agile and waterfall methods.
Job Requirements:

Work with Project Manager to document the following:
Requirements, definition and documentation
Work with customers and client stakeholders to understand and define business requirements
Work directly with technologists to develop use cases and functional specifications documents
Solicit, gather and analyze user input and requirements
Interface with technical managers and teams
Collaborate with counterparts in IT (project, development, QA managers) and development resources to create and validate business requirements and project specification documents.
QA/validate implementation of functional requirements.
Should be authorized to work for any employer in the US",Business Analyst,['agile']
121,1,1,Senior Business Analyst,H&M,"New York, NY 10011",Hybrid remote,"$112,811 - $126,912 ",r - Full-time,"Company Description

As one of the world’s largest fashion companies with more than 171,000 employees worldwide, H&M is an exciting and dynamic place to pursue a career within the fashion industry. Our business concept is to offer fashion and quality at the best price in a sustainable way and with our fast expansion we are always looking for new talents. Would you like to be part of our team?

Job Description

Overall Job Function: The Senior Business Analyst- Finance & Reporting is responsible for providing reporting and analysis of financial KPIs and providing key insights and recommendations to the Central Controlling team. Works cross functionally on a consistent basis to ensure all business reporting objectives intersect.
The preferred location for this role is the NY/NJ Support Office within our Controlling Function and reports to our Central Controller.
Job Responsibility including but not limited to*:
Responsible for building, implementing, and overseeing appropriate methodologies for data collecting, analyzing, trends, and data products.
Create and own the proper way to reporting and deliver North America OMNI results to key stakeholders (dashboards, reports, analysis).
Participate to monthly cost follow up, P&L analysis and reporting.
Support North America Central Controller & Sales Market Controllers with tools, analysis, reporting and consolidation of different sales markets in the country.
Support Central Controlling Team with budget tools, GPB deliverables and other ad hoc analysis needed.
Has overall responsibility for strategic projects that support business improvements, including tracking, prioritization, efficiency and innovation.
Produces quality deliverables around data products, data tools, and project timelines to the Controlling function.
Acts as an expert in trend analysis, predictive forecasting, regression, and correlation analysis.
Analyzes company functions and performs audits to ensure projects are financially viable, managing issues and risks appropriately.
Oversees and manages development and implementation of high priority, strategic business unit initiatives to ensure performance improvement.
Works with Central Controlling team to analyze and identify commercial opportunities and develop the most useful business improvements programs for the organization.
Drives business results through interpretation of data and execution of analytics to meet evolving business needs i.e. sales & labor planning accuracy.
Provide technical, process, and procedural consultancy/expertise to Business Leaders to meet organizational goals.

Qualifications

What You’ll Need to Succeed:
Bachelor’s Degree in Finance, Business or Economics preferred
3 to 5 years working within an analytical environment
Excellent in Microsoft Suite, Excel and PowerPoint and Power BI
Self-starter with the ability to diagnose complex problems and reach sustainable solutions
Ability to manage large data sets with quality input, editing, verifying and analyzing information
Excellent analytical skills with solid strategic thinking
Business-oriented with ability to identify opportunities and recommend execution plans
Thorough, organized, and detail-oriented
Ability to prioritize and follow up on various projects
Able to be flexible and adaptability to adjust and alter approach when needed
Excellent verbal and written communication skills, including strong presentation skills
Travel may be required between 5-10% of the time per business need
Job Status: Salary, Exempt
EEOC Code: PRO

Additional Information

Compensation:
Hiring Range is $112,811 - $126,912 annually**
Benefits:
H&M believes in rewarding our employees for their many contributions to our shared success. That’s why we offer a full range of inclusive benefits that enable wellness, both in and outside of work. We pride ourselves on being a do-good company and we have a comprehensive benefit package that matches that ambition. Please note, benefits may have eligibility requirements based on employment status.
We offer: 25% Staff Discount - Medical, Pharmacy Vision and Dental Coverage – Employee Assistance Program - Vacation, Wellness, Holiday and Parental Pay – 401K – Commuter Benefits, Health and Dependent Care FSA. Plus, additional Voluntary Benefits.
Our Career site will have more details, click on Benefits at career.hm.com
This job posting highlights the most critical responsibilities and requirements of the job. It’s not all-inclusive. There may be additional duties, responsibilities assigned for this job at the company’s discretion.
**H&M, in good faith, believes that this posted range of compensation is the accurate range for this role at this location at the time of this posting. H&M may ultimately pay more or less than the posted range depending on candidate qualifications. This range may be modified in the future.
#LI-Hybrid",Business Analyst,['communication']
122,2,2,Business Analysis -Analyst,"JPMorgan Chase Bank, N.A.","Jersey City, NJ",Onsite,Full-time,Full-time,"Posting Description

As part of Risk Management and Compliance, you are at the center of keeping JPMorgan Chase strong and resilient. You help the firm grow its business in a responsible way by anticipating new and emerging risks, and using your expert judgement to solve real-world challenges that impact our company, customers and communities. Our culture in Risk Management and Compliance is all about thinking outside the box, challenging the status quo and striving to be best-in-class.

The critical role of managing model risk depends on a solid infrastructure and a project management and control mindset. As a member of the Chief Operating Office, you will join a dynamic team that performs the critical task of maintaining the model risk governance infrastructure for the firm. The COO operates in three tracks: (i) Technology track that focuses on developing tools and dashboards, (ii) Quant Analytics tracks that focuses on building analytics for monitoring the performance of models used across the firm, and (iii) a Business Analysis track that focuses on analytics, metrics reporting, process improvement, and executing strategic projects.

Job Responsibilities
Develop and maintain processes that facilitate model governance and review activities
Project manage initiatives that drive process efficiencies or that are regulatory driven
Drive innovation in model governance tools, systems, and practices to unlock efficiencies
Gather business requirements and work with the technology team to deploy system enhancements
Help produce and analyze operational metrics, and develop model risk reports
Provide support to MRGR committees and training

Required Qualifications, Capabilities and Skills:
Bachelor's degree, preferably in Finance, Accounting, Economics, Engineering, or Mathematics
Excellent written and verbal communication skills with the ability to interface with other functional areas in the firm on model-related issues, and produce clear and concise documents for internal and external (regulatory) consumption
Excellent organizational skills with attention to detail
Self-motivated, organized and ability to work in a fast-paced environment. Intellectually curious with a proven ability to learn quickly
Proficient in Excel and PowerPoint
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.
The health and safety of our colleagues, candidates, clients and communities has been a top priority in light of the COVID-19 pandemic. JPMorgan Chase was awarded the ""WELL Health-Safety Rating"" for all of our 6,200 locations globally based on our operational policies, maintenance protocols, stakeholder engagement and emergency plans to address a post-COVID-19 environment.
As a part of our commitment to health and safety, we have implemented various COVID-related health and safety requirements for our workforce. Employees are expected to follow the Firm's current COVID-19 or other infectious disease health and safety requirements, including local requirements. Requirements include sharing information including your vaccine card in the firm's vaccine record tool, and may include mask wearing. Requirements may change in the future with the evolving public health landscape. JPMorgan Chase will consider accommodation requests as required by applicable law.

We offer a competitive total rewards package including base salary determined based on the role, experience, skill set, and location. For those in eligible roles, discretionary incentive compensation which may be awarded in recognition of individual achievements and contributions. We also offer a range of benefits and programs to meet employee needs, based on eligibility. These benefits include comprehensive health care coverage, on-site health and wellness centers, a retirement savings plan, backup childcare, tuition reimbursement, mental health support, financial coaching and more. Additional details about total compensation and benefits will be provided during the hiring process.
Equal Opportunity Employer/Disability/Veterans
Base Pay/Salary
Jersey City,NJ $61,750.00 - $90,000.00",Business Analyst,"['project management', 'communication']"
123,3,3,Senior Business Analyst,VERUS CLAIMS SERVICES LLC,"Princeton, NJ 08540",Onsite,"$106,000 - $135,000 ",r - Full-time,"Description:The Senior Business Analyst will participate in and guide process development and optimization activities, writing protocols, data gathering and analysis. The role will flex between new product/process development and driving improvements in the on-going operations. Additionally, we are looking for an experienced leader who can introduce and implement standard practices and tools to enable rapid process impact assessment and gap analysis when evaluating new business opportunities as well as the feasibility of a solution, its implementation, its interaction with the existing systems and improves both the efficiency and cost-effectiveness of the project/product. This person must be experienced to analyze and decompose complex requirements.
The ideal candidate will lead the documenting and analysis of existing systems and highlight areas of improvement to support all areas of the business including Operations, Finance, Quality, Audit, Sales, Marketing and IT. Assess projects and legal controlling documents with an emphasis on creating supporting documentation and visuals that create ease of understanding.
The ideal candidate will be self-driven with excellent communication, presentation, and time management skills. The Senior Business Analyst is strong with planning, applying and demonstrating critical thinking skills, is proactive in anticipating issues, and passionate that organizational goals are fulfilled. In this position, the candidate drives innovative solutions working collaboratively with other internal and external parties. Routine communication and proactive initiative to communicate status is critical.
Primary Responsibilities
Review legal controlling documents including settlement agreements, analyze specific needs of clients/projects based on various components identified in settlements, document changes between cases and perform gap analysis and recommend solutions.
Partner with business stakeholders to gather, compile, and provide information for strategic and business decision making.
Manage a hybrid team of 5+ employees.
Document requirements, create functional specifications and prepare wireframes/flowcharts.
Validate the functionality of the end-product according to the requirement specifications.
Identify and lead improvements in workflow, support existing processes, quality and cost reduction programs.
Apply, model, and instruct employees to develop and teach strong analytic and critical thinking skills.
Build, develop and maintain allocation strategies to monitor and forecast workflow, capacity, and throughput.
Conduct meetings and presentations to share ideas and findings.
Effectively communicate insights and plans to cross-functional team members as well as management.
Support change and configuration management.
Requirements:
Skilled articulate communicator to engage as a partner with operational/organizational leaders and project managers.
Abled facilitator to keep groups moving and aligned to the objectives of the work.
Passionate about process improvement, analyzing current processes, skilled in making recommendations based on experience, enjoys collaboration and motivating team members,
Flexible to adapt and change.
Self-aware, strong critical thinker, detail oriented, and proactive.
Strategic thinker that anticipates needs. Applies that methodology with tactical skills and monitors with ability to guide and teach soft skills and powers skills such as critical thinking, problem solving, persuasion, negotiation, motivation, and conflict resolution.
Develops, manages, and engages in relationships at all levels of the organizations
Exhibits leadership that engages people and inspires trust.
Seen as approachable, engaging, supportive, a mentor, and a go-to resource.
Takes initiative to suggest ideas/improvements based upon observation. Ability to take ideation to implementation. Refine the process and lead improvements for new projects.
Knowledge and Skill Requirements
Bachelor degree in Business, Engineering, or any related field.
Six Sigma Green Belt is preferred.
Prior experience managing a team.
Demonstrated strategic planning and analytical thinking.
Excellent communication skills, including presentation and instructional abilities.
Advanced computer skills, including use of visualization tools.
Ability to influence stakeholders and work closely with them to determine acceptable solutions.
Ability to effectively analyze results and communicate recommended courses of action to management.
Highly organized, strong time management skills, and self-motivated.
Experience in a problem-solving role is necessary.
Ability to work well with others in a team environment.
Working Conditions
Working conditions are normal for an office environment. This position may require evening and/or weekend work.
Job Type: Full-time
Pay: $106,000.00 - $135,000.00 per year",Business Analyst,['communication']
124,4,4,Sr. Business Analyst,"Info Origin, Inc.",Remote,Remote,Up to $80 ,ct,"This position will function as an experienced, highly skilled BA5.
The qualified Business Analyst (5) will:
Take a lead role in managing a team of business analysts working on a major project to develop an online permitting system.
Support the fundamental functions and business processes of the organization.
Lead facilitated workshops and other creative methods for requirements analysis.
Mandatory Requirements/Time:
15 years’ deep experience in the analysis and documentation of business, functional and non-functional requirements
15 years’ experience effectively leading and managing diverse teams, including teams of business analysts and developers
10-15 years’ proven experience defining, managing, and launching new functionality/features across multiple, concurrent projects for complex software applications
10-15 years’ experience creating application prototypes and screen mockups and graphical representations of complex business processes, using wireframe and modeling tools
7-10 years’ experience writing clear and effective agile story cards, preferably using Agile methodology
7-10 years’ experience in analyzing data elements of enterprise applications; determining how the data elements relate to each other
10 years’ experience performing gap analysis “As-Is/To-Be” for large applications
Desired Skills/Time:
Advanced experience in using Microsoft products, including Visio, PowerPoint, Excel, and Word
Experience with agile methodologies, including Azure
DevOps Project management
Microsoft Power BI Certification such as IIBA-certified Business Analyst or Certified Scrum Product Owner
Job Type: Contract
Pay: Up to $80.00 per hour
Schedule:
8 hour shift
Experience:
Business Analysis: 10 years (Required)
Work Location: Remote",Business Analyst,['agile']
125,5,5,Business Analyst - #32905 Farmington,First State Community Bank,"Farmington, MO 63640",Onsite,"$45,000 - $55,000 ",r - Full-time,"Business Analyst
In order to be considered for this position, you must apply on our company career page linked below:
http://ow.ly/fa4450NfMNH
Make a Positive Impact
First State Community Bank is looking for an energetic, self-motivated individual to fill the role of Business Analyst. The primary focus of this position is to act as the interface between technology and business to improve First States business processes.
The Business Analyst will provide expertise in using current and future systems in the most efficient way. The position will play a vital role in the Analysis, Design, Testing and Implementation of proposed solutions, systems, and improvements. The individual will work with all levels of the organization.
Responsibilities in Accordance with Our Corporate Values
Professionalism
Exhibit high standards in all aspects of your role and personal appearance, behaviors, and conduct
Communicate complex concepts to various audiences in a professional manner
Responsible for stakeholder interviews on current processes, systems, and procedures to identify necessary requirements for improvements, implementations, or migrations
Accountability
Documentation of system and process specifications and requirements for accurate development
Perform analysis and requirement gathering on current state of processes and reporting
Document current and future state of processes for necessary review and acceptance of changes
Work with Jack Henry & Associates, Inc. API technologies (jxchange), systems, and tools
Design and Develop reporting and dashboarding solutions for necessary stakeholders
Initiative
Support process owners in identifying areas of improvement
Proactively identify areas for improvement across the organization through analysis and working with department leaders
Align process improvement initiatives with organizational strategic goals
Able to exercise independent judgment and act on it
Adaptability
Design and develop process improvements utilizing necessary tools
Work within FSCBs change management and development lifecycle policies
Ability to work across and understand overlap between department initiatives and the effects of system changes at an organizational level
What You Can Expect
Competitive pay and benefits package - including an annual bonus program
401(k) with generous employer match benefit
Helpful, qualified, and available leadership
A caring, stable work environment
Growth opportunities and evolving role responsibilities with improvements in First States technology and systems
Qualifications
Bachelor's Degree in Information Systems, Information Technology, Business Analysis, or related subject (Associates Degree in related field or equivalent work experience may be considered)
Analytical Thinking
Conceptual Thinking
Strategic Thinking
Excellent Communication and Interpersonal Skills
Basic knowledge of APIs (SOAP, REST)
Basic knowledge of Databases (SQL)
Knowledge of Development Lifecycles, Workflow, and Change Management
Understanding of Process Documentation and Modeling Methods (BPMN, UML)
Business Intelligence tools (e.g. Cognos Analytics, PowerBI, S&P Global Market Intelligence)
Proficiency in Excel
Additional Information
Being a First Stater...
Being a First Stater means that you roll up your sleeves and dig in. It means you work hard and do your best. It means that you enjoy learning new skills and are always eager to improve. It means you help the team by being a great teammate. It means you're passionate about making a difference in the lives of our customers and our communities. It means you consistently find new ways to improve our organization.
Do you have what it takes to be a First Stater?
Make a Difference - Apply Now!
First State Bancshares, Inc, is an Equal Opportunity Employer. All your information will be kept confidential according to EEO guidelines.
Job Type: Full-time
Pay: $45,000.00 - $55,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Vision insurance
Compensation package:
Bonus pay
Schedule:
Monday to Friday
Work Location: In person

Health insurance",Business Analyst,[]
