Title,Company,Location,Type,Salary,Contract_type,Job Description,JobType,Industry
Housekeeper,Valley Regional Hospital,"243 Elm St, Claremont, NH 03743",Onsite,Per diem,Per diem,"Environmental Services
Per Diem
Rotating
24
Essential Functions:

Performs all assigned tasks professionally in order to reflect the highest integrity of the Environmental Services Department.
Performs routine cleaning of patient rooms, nursing units, offices, clinical areas, waiting areas, lobbies, lounges, restrooms, corridors, elevators and stairways in a clean, neat and sanitary manner.
Assists visitors with directions whenever requested.
Always introduces self to patients, families and visitors.
Reports safety hazards as appropriate.
Transports trash and hazardous waste to appropriate disposal area.
Replenishes supplies.
Observes safety precautions at all times.
Maintains age specific safety precautions including:
Pediatric - No small or sharp objects or tools that may injure pediatric patients or visitors will be left out. Cleaning carts will not be left unattended. Environmental Services closet will remain locked at all times.
Elderly - Maintain adequate lighting for good visibility. Keep hallways and pathways clear of debris, cleaning equipment and tools.
Other
Qualifications:

High school diploma or general equivalency diploma (GED); or one to three months related experience and/or training; or equivalent combination of education and experience.
Ability to work day, evening or night shift as assigned.
High integrity, able to follow procedures
Ability to be a self-motivated learner, to take initiative in learning the many complex processes
Exhibits professionalism at all times, understands appropriate workplace behavior/communications
Confidentiality a must
Other duties as assigned
VRH employees enjoy a low-cost comprehensive benefits program with highlights below:

Free medical and dental plan options
Vision insurance
Retirement (403b) with match
Healthcare Reimbursement Account with employer contribution
Short Term Disability / Life insurance covered by VRH
Robust ETO accrual with an optional annual cash out
Onsite wellness initiatives including reimbursements
Educational Reimbursements
Valley Regional is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, veteran status, gender identity or expression, or any other characteristic protected by law.",Housekeeper,Service
House Cleaner/ Housekeeper,Summit Cleaning LLC,"Broomfield, CO",Onsite,Up to $27.50 ,n hour - Full-time,"We have opportunities to interview and hire SAME DAY or Next Day after submitting your application!! If you are ambitious, local, and feel House Cleaning is a great fit for you, we'd love for you to apply and schedule an interview with us today!!!
We are a proud woman-owned company of 10+ years and driven to provide a lifestyle that our Summit family deserves! We are focused on giving back to the community and take part in Cleaning For A Reason: A national non-profit which provides free house cleaning to people undergoing chemo-therapy throughout the United States.
We are dedicated to using only eco friendly products because we understand employees like you deserve a safe workplace so you can feel confident about the work you do! We are a perfect fit if you are looking for a Work/Life Balance, Great Pay, and a Stable Job so you can spend more time doing what you love with those you love while earning a great living!
Why Our Employees Love Where They Work:
We pay Direct Deposit weekly so you're rewarded as you work - life doesn't wait, so your paychecks shouldn't either!
We do fun, Quarterly meeting with door prizes and raffles!
We keep well stocked with food - always! If you're just stopping by between houses, snacks and drinks are on us!
We regularly reward you for your hard work, including cash bonuses and gift cards to Amazon/Starbucks and specialty stores
We support a positive environment and always look to lift you up
We always have fun get-togethers!
We recognize our Employees of the month with recognition and gifts!
We LOVE to celebrate birthdays and LOVE the cupcakes!!
We're super excited to have you apply and schedule an interview with us soon!!
Requirements:
The ability to lift 25 lbs; stand, bend, kneel, push, pull and perform cleaning duties
Have a valid driver's license
Your own reliable vehicle
Details about the Job:
Residential House Cleaning
Our service area includes Arvada, Thornton, Westminster, Denver, Lakewood, Golden & Broomfield
This is a Full-Time position: average hours are 35-38 hours a week
Hours: M-F 8am-5pm with opportunities to earn additional money with evening jobs and occasional Saturdays
This job would be a great fit for anyone who has previous experience as: Day Care Teacher, Residential Cleaner, Hotel Housekeeping (Room Attendant), Certified Nursing Assistant (CNA), Home Health Aide, Personal Care Assistant (PCA).
Job Type: Full-time
Pay: Up to $27.50 per hour
Benefits:
401(k)
401(k) matching
Paid time off
Schedule:
Day shift
Monday to Friday
No nights
No weekends
Work Location: On the road",Housekeeper,Service
Housekeeper,"Hampton Inn & Suites Riverpark, Fresno.","Fresno, CA 93720",Onsite,P,rt-time,"Hotel Equities, a multi-award-winning hotel development and hospitality management company, is currently searching for a remarkable Housekeeper for the
Hampton Inn & Suites Riverpark, Fresno.
ATE..
Job Purpose:
Cleans and prepares guest rooms and public areas by meeting established standards of cleanliness and propriety to assure guest satisfaction and maximize revenues. Warm, knowledgeable service and helpful guidance reassure guests they’ve made the right choice to stay with us.
Retrieves items from shelves and storerooms, sets up cleaning cart with supplies, constantly maintaining carts and storerooms in a clean and orderly fashion to enhance efficiency and ease of cleaning rooms.
Cleans and wipes windows, doors, walls, closets and fixtures in rooms, public areas and hallways, often using ladders or stools to clean hard to reach areas, in order to maintain a clean, presentable and attractive facility at all times.
Washes shower walls and tub, cleans toilet(s) and stall walls if applicable, wipes exposed pipes, cleans mirrors, sink(s) and walls in order to have clean and sanitary guest and public restrooms.
Replaces towels, soaps and all room amenities and restocks literature that has been removed by previous guest or is soiled and torn to ensure adequate supply for arriving guests.
Washes all hard floor areas (linoleum, tile, etc.) by hand to remove dirt and soiled areas.
Dusts and polishes all furniture, fixtures and wall hangings including using a duster to reach vents and ceiling corners to remove dust and cobwebs.
Strips bed of all linen and remakes with fresh, checking bedspread, blankets and bed pads for cleanliness, replacing if soiled. Lifts mattresses to check for soil between mattresses and under bed.
Checks closet for cleanliness, wiping closet door, handle and overhead shelves and restocking the guest room supplies such as hangers, extra blankets and pillows.
Vacuums rooms, public areas and hallways, operating vacuums weighing up to 25lbs., and lifting/moving heavy furniture in order to vacuum entire area of carpet including underneath furniture and hard to reach areas.
Inspects all door and window locks to ensure they are in working order and immediately alerts management to an unsecured or unsafe situation for the safety of guests and employees.
Inspects all room equipment (TV, lights/lamps, faucets, radios) to ensure proper working order and immediately reports all room status and room maintenance deficiencies, in writing, to the Executive Housekeeper for prompt repair/resolution.
Secures and maintains custody of equipment, keys and supplies at all times in order to protect and preserve hotel property.
Maintains a friendly, cheerful and courteous demeanor at all times.
Performs other duties as assigned, requested or deemed necessary by management.
OTHER DUTIES/RESPONSIBILITIES
Assists the laundry department by retrieving soiled linen from carts throughout the hotel, sorting laundry into correct size loads, utilizing industrial washers, dryers and pressers, folding and distributing the cleaned linen to storage closets and/or carts.
Cleans patio/balcony areas by sweeping or hosing the floor and wiping down all furniture and fixtures, picking up garbage and cleaning patio/balcony doors and windows.
Provides assistance to other employees and departments to contribute to the best overall performance of the department and hotel.
Qualifications and Requirements:
High School diploma /Secondary qualification or equivalent.
Experience with Marriott, Hilton, IHG, Wyndham or cleaning standards.
This job requires the ability to perform the following:
Must have basic knowledge of general cleaning principles, use of cleaning products and operation of standard cleaning equipment.
Must have vision ability to see minute debris and dirt in poorly lit areas, and to read written instructions and computer print-outs.
Must have upper body strength to lift up to 50lbs. continually throughout an 8 hour shift.
Must have finger, hand and upper body dexterity to push, pull and move levers, equipment and furniture throughout 8 hour shift.
Must be able to work with arms raised above head throughout an 8 hour shift.
Must be able to maneuver fully loaded maid cart, weighing up to 50lbs., through hallways and into/out of closets during entire work day.
Material/Equipment Used
Basic residential cleaning equipment such as vacuums, floor buffers and carpet cleaning equipment. Cleaning cart. Ladder/stepping stool. Commercial washers, dryers and pressers.
Exposure to hazardous chemicals on a continual basis.
Prolonged strenuous physical activity in indoor climate-controlled environment. Excessive heat and humidity in laundry.
Other:
Being passionate about people and service.
Strong communication skills are essential when interacting with guests and employees.
Reading and writing abilities are used often when completing paperwork, logging issues/complaints/requests/ information updates, etc.
Problem-solving, reasoning, motivating, and training abilities are often used.
Have the ability to work a flexible schedule including nights, weekends and/or holidays

Amazing Benefits At A Glance:
Team Driven and Values Based Culture
Medical/Dental/Vision
Vacation & Holiday Pay
Same-day pay available
Employee Assistance Program
Career Growth Opportunities/ Manager Training Program
Reduced Room Rates throughout the portfolio
Third Party Perks (Movie Tickets, Attractions, Other)
401(k)
Employee assistance program
Employee discount
Flexible schedule
Flexible spending account
Life insurance
Parental leave
Referral program",Housekeeper,Service
HOUSEKEEPER (FULL-TIME),Flik Hospitality Group,"2169 Campus Drive, Evanston, IL 60208",Onsite,$20.18 ,n hour - Full-time,"Flik Hospitality Group
We are hiring immediately for a full-time HOUSEKEEPER position.
Location: Northwestern University - 2169 Campus Drive, Evanston, IL 60201 Note: online applications accepted only.
Schedule: Full-time schedule. Day shift, weekends, and holidays. More details upon interview.
Requirement: Previous experience preferred.
Internal Employee Referral Bonus Available
Starting Pay: $20.18 per hour
Positions at this location require proof of COVID-19 vaccination, boosters, and/or regular COVID testing. Where permitted by law, applicants who are offered a position for this location may be asked about their vaccination status, which must meet minimum business requirements. All religious, medical, or other legally recognized exemptions regarding vaccination status will be considered.
Free meals! Choose from a delicious variety of fresh food served daily. Receive two free meals for every shift worked. Additionally, free uniforms and laundering service available at select locations.
We Make Applying Easy! Want to apply to this job via text messaging? Text JOB to 75000 and search requisition ID number 1171974.
The advertised program is an AI recruiting assistant that helps you apply to jobs with Compass Group. Message frequency varies. Message and data rates may apply. Text STOP to opt out or HELP for help. Terms and conditions: http://olivia.paradox.ai/moSkg
Diversity of thought and inclusion for all is what drives our success - we invite you to start your journey with us today!
What makes FLIK click
What makes FLIK click? Our people. The decisions, actions and attitudes of our associates earn the trust and loyalty of our clients every day. We know how to pick them and we know how to grow them. It starts with hiring people who share our passion for food and hospitality. Once we find the right talent, we encourage, value and recognize their contributions.
We keep our people renewed, excited and engaged by providing hands-on training and educating them about the latest trends. We give them a stake in successfully raising the bar. Our people love what they do and they love sharing their passion. Join our team and see the FLIK difference. Where a job isn’t merely a job but the start of a career where you can flourish.
Job Summary

Summary: Performs light cleaning duties to maintain establishments, including hotels, restaurants and hospitals, in a clean and orderly manner. Duties include making beds, replenishing linens, cleaning rooms and halls, and vacuuming.

Essential Duties and Responsibilities:
Provides quality customer service to customers by providing one-on-one attention to detail.
Sweeps, scrubs, mops and polishes floors.
Vacuums carpets, rugs and draperies.
Shampoos carpets, rugs and upholstery.
Dusts and polishes furniture and fittings.
Cleans metal fixtures and fittings.
Empties and cleans trash containers.
Disposes of trash in a sanitary manner.
Cleans wash basins, mirrors, tubs and showers.
Wipes down glass surfaces.
Makes up beds and changes linens as required.
Realigns furniture and amenities according to prescribed layout.
Responds to guest queries and requests.
Responds to calls for housekeeping problems, such as spills and broken glasses.
Contributes to team efforts; exhibits professionalism with customers, fellow associates and others.
Performs other duties as assigned.
Associates at FLIK are offered many fantastic benefits.
Both full-time and part-time positions offer the following benefits to associates:
Retirement Plan
Associate Shopping Program
Health and Wellness Programs
Discount Marketplace
Identity Theft Protection
Pet Insurance
Voluntary Benefits, including Critical Illness Insurance, Accident Insurance, Hospital Indemnity Insurance, Legal Services, and Choice Auto and Home Program
In addition, full-time positions also offer the following benefits to associates:
Medical
Dental
Vision
Life Insurance/AD
Commuter Benefits
Employee Assistance Program
Flexible Spending Accounts (FSAs)

About Compass Group: Achieving leadership in the foodservice industry
Compass Group is an equal opportunity employer. At Compass, we are committed to treating all Applicants and Associates fairly based on their abilities, achievements, and experience without regard to race, national origin, sex, age, disability, veteran status, sexual orientation, gender identity, or any other classification protected by law.

Qualified candidates must be able to perform the essential functions of this position satisfactorily with or without a reasonable accommodation. Disclaimer: this job post is not necessarily an exhaustive list of all essential responsibilities, skills, tasks, or requirements associated with this position. While this is intended to be an accurate reflection of the position posted, the Company reserves the right to modify or change the essential functions of the job based on business necessity. *Los Angeles applicants: Compass Group will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box ordinance).
Flik maintains a drug-free workplace.
Req ID: 1171974
[[req_classification]]",Housekeeper,Service
Hotel Housekeeper,Luxurban Hotels Inc.,"1000 29th Street NW, Washington, DC 20007",Onsite,$20 - $25 ,n hour - Full-time,"About LuxUrban Hotels
LuxUrban Hotels serves guests across major metropolitan cities in the U.S. We leverage technology to identify, acquire, manage, and market hotel rooms to business and vacation travelers under the consumer brand, LuxUrban.
About Georgetown Residences by LuxUrban Hotels
Georgetown Suites Harbour is located in Georgetown, a neighborhood in Washington, and is in a shopping district and near a metro station. Notable landmarks in the area include the White House and Arlington National Cemetery, and travelers wishing to experience a bit of culture can try the National Museum of African American History and Culture. Looking to enjoy an event or a game while in town? See what's happening at Capital One Arena or Nationals Park. Spend some time exploring the area's activities, including golfing.
Job description
Hotel Housekeeper
Performs cleaning duties in all guest areas and back of house.
Consistently offers professional, friendly, and engaging service.
Ensures housekeeping departmental standards are followed.
Responds timely to guests’ special requests for miscellaneous items like cribs, cots, extra towels, etc.
Maintains inventory of necessary supplies.
Reports necessary maintenance items.
Follows departmental policies and procedures.
Follows all safety and sanitation policies
Assists other departments when needed to ensure optimum service to guests.
Performs additional duties as needed to include, but not limited to: dusting and sanitizing furniture equipment mirrors and fixtures, washing windows, walls, ceilings, vents and light fixtures, sweeping, restocking restrooms, and reporting repairs.
Removes waste by collecting, transporting soiled linen, emptying trash containers.
Keeps equipment associated with the job clean and orderly, and reports equipment failures or other mechanical issues to maintenance staff. Maintains safe working environment and provides quality service by complying with procedures, rules, and regulations, and meeting departmental quality standards.
Consistently demonstrates the ability to meet time schedules and deadlines.
Job Type: Full-time
Schedule:
Day shift
Evening shift
Holidays
Overnight shift
Weekend availability
Ability to commute/relocate:
New York : Reliably commute or planning to relocate before starting work (Required)
Education:
High school or equivalent (Required)
Experience:
Cleaning: 1 year (Required)
Hospitality: 1 year (Required)
Hotel experience: 1 year (Required)
Shift availability:
Day Shift (Preferred)
Night Shift (Preferred)
Overnight Shift (Preferred)
Work Location: One location
Job Type: Full-time
Pay: $20.00 - $25.00 per hour
Benefits:
Dental insurance
Health insurance
Vision insurance
Shift:
10 hour shift
8 hour shift
Work Location: In person

Health insurance",Housekeeper,Service
Housekeeper,Compass One Healthcare,"1 Children's Way, Little Rock, AR 72202",Onsite,$15 ,n hour - Full-time,"APPLY ONLINE AT COMPASSGROUPCAREERS.COM - Select Arkansas Children's Hospital for location.
Hours: 7:00am - 3:30pm 3:00pm -11:30pm Monday - Friday with Alternating Weekends
Perform any combination of light cleaning duties to maintain establishment, in a clean and orderly manner. Duties include making beds, replenishing linens, cleaning rooms and halls, and vacuuming.Contribute to the team efforts and showing good customer interactions, and professionalism for customers, fellow employees, and all others with whom there is contact with.
Essential Duties and Responsibilities:
§ Provides quality customer service to customers by providing one on one attention to the detail.
§ Sweep, scrub, mop and polish floors
§ Vacuum clean carpets, rugs and draperies
§ Shampoo carpets, rugs and upholstery
§ Dust and polish furniture and fittings
§ Clean metal fixtures and fittings
§ Empty and clean trash containers
§ Dispose of trash in a sanitary manner
§ Clean wash basins, mirrors, tubs and showers
§ Wipe down glass surfaces
§ Make up beds and change linens as required
§ Realign furniture and amenities according to prescribed layout
§ Respond to guest queries and requests
§ Respond to calls for housekeeping problems such as spills, broken glasses
§ Other duties may be assigned.
Experience preferred; Tobacco Free Campus - Non Smoker
Job Type: Full-time
Pay: $15.00 per hour
Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Employee discount
Flexible spending account
Health insurance
Life insurance
Paid time off
Parental leave
Vision insurance
Schedule:
8 hour shift
Day shift
Evening shift
COVID-19 considerations:
Preplacement Nicotine screenings and COVID vaccinations are a requirement to onboard with Arkansas Children's Hospital.
Experience:
Housekeeping: 1 year (Preferred)
Work Location: In person

Health insurance",Housekeeper,Service
Executive Housekeeper,Comfort Inn,"2100 West Hundred Road, Chester, VA 23836",Onsite,From $17 ,n hour - Full-time,"Supervises housekeeping and laundry staff: hiring, firing, performance evaluations, training and development.
Establishes and maintains cost control systems for staffing linen inventories and cleaning supplies.
Enforces policies and procedures.
Ensures quality services are rendered in meeting guest needs and that guest relations are enhanced.
Schedules staff according to labor standards and forecasted occupancy.
Maintains room quality based on hotel objectives.
Monitors and maintains level of cleanliness in rooms, storage areas, laundry, restrooms and public areas.
Compiles and reports accurate status of guest rooms to front office.
Enforces standard procedures for the acceptance, security, and return on guest lost and found items.
Maintains standard procedures for security of on-loan equipment.
Maintains productivity and labor cost goals.
Conducts inventories of linen, supplies and equipment as required.
Orders and receives supplies so as to maintain adequate inventory levels.
Ensures staff interacts with guests in a warm and friendly manner.
Performs other related duties as required.
Knows and complies with all company policies and procedures pertaining to this position and its duties.
Rewards employees who use their empowerment to meet or exceed guest expectations.
Job Type: Full-time
Pay: From $17.00 per hour
Benefits:
Employee discount
Shift:
8 hour shift
Day shift
Work Location: One location",Housekeeper,Service
Housekeeper,Aloft Milwaukee Downtown,"1230 N Dr Martin Luther King Jr Dr, Milwaukee, WI 53212",Onsite,$15 ,rt-time,"Housekeeping Room Attendant - Aloft Milwaukee Downtown
Starting wage - is $15.50.
Transportation Allowance Monthly - $65.00 (2nd Paycheck of Each Month)
About Us:
From humble beginnings in 2006 to an enterprise being driven by more than 1,000 people today, Midas Hospitality has never lost sight of our #1 priority - people. Currently, Midas Hospitality operates 40+ hotels in 14 states with a focus on select-service and extended-stay properties for leading brands such as Marriott, Hilton, and IHG. At Midas Hospitality, we make room for people's dreams. That means building a company where people love to work, our financial partners love the results and everyone loves the experience.
As a people-first organization, we offer opportunities to grow and benefits to flourish for anyone with a desire to serve others and a tremendous work ethic. We aim to competitively compensate our associates and reward their contributions.
Please visit our website for more information: www.midashospitality.com
Start Your Journey with Midas Hospitality:
Midas Hospitality is currently searching for a Housekeeping Room Attendant to join our team at the Aloft Milwaukee Downtown. This person will be responsible for ensuring the cleanliness of the hotel to brand, company, and guest satisfaction.
What You Will Be Doing:
Sorts, counts, folds, marks, or carries linens.
Makes beds.
Replenishes guestroom supplies such as coffee, glasses, shampoo, soap, and other amenities.
Sweeps and scrubs bathroom floors.
Empties wastebaskets.
Scrubs bathroom vanity, toilet, mirrors, walls, and bathroom fan.
Sweeps and Vacuums Room
Sanitizes surfaces
We offer a range of benefits including, but not limited to:
Growth and development tools and access to learning
Robust PTO policies
Medical/Dental/Vision Coverage
401k matching
Employee Assistance Program
Discounted products and services
Midas Hospitality is proud to be a drug-free workplace and equal opportunity employer.
Job Types: Full-time, Part-time
Pay: $15.00 per hour
Benefits:
401(k)
Dental insurance
Employee discount
Health insurance
Paid time off
Vision insurance
Shift:
Day shift
Work Location: One location

Health insurance",Housekeeper,Service
HOUSEKEEPER (PART TIME) HOUSEKEEPING,Summerlin Hospital Medical Center,"657 North Town Center Drive, Las Vegas, NV 89144",Onsite,$14.25 - $18.50 ,rt-time,"Responsibilities


Summerlin Hospital is a 485-bed hospital featuring emergency services; a busy maternity department with an average of 450 deliveries per month; a Children’s Medical Center with a NICU, a pediatric ICU and separate pediatric ER; advanced cardiovascular care, surgical services, women’s health, and oncology care. Summerlin Hospital is an accredited Chest Pain with PCI facility and a Primary Stroke Center and has received multiple awards from the American Heart Association Get with the Guidelines program.

The Valley Health System (VHS), with six hospitals in Las Vegas and Southern Nevada, is looking for exceptional people who share our vision and values. We focus on clearly defined goals designed to bring about exemplary patient care. We give our employees the structure to achieve these goals by providing advanced technological systems, processes, and practice; performance improvement and patient safety standards to foster positive patient outcomes; a collaborative practice model; evidence-based practice; and education and development programs to support recruitment and retention.

VHS is owned and operated by a subsidiary of Universal Health Services, Inc. (UHS). Each employee at VHS takes part in the UHS Service Excellence Program. The program is guided by three standards: ""Treat everyone as a guest. Demonstrate professionalism and excellence in the things I do. Practice teamwork."" The talent and dedication of all UHS employees is what makes the company unique.

Job Description:
This position consists of cleaning offices, patient rooms and related areas where general housekeeping functions are performed including, but not limited to, dusting, vacuuming, mopping, removal of biohazardous and regular waste, cleaning all surfaces.


Qualifications


Job Requirements:

Education:
High school diploma or equivalent is required.

Experience:
One year general cleaning experience is preferred. Floor care or cleaning in a specialized area experience is preferred.

Other:
Must be able to demonstrate the knowledge and skills necessary to provide service appropriate to the age of the patients served on the assigned unit/department. Candidate must be able to perform the duties of the Attendant I Classification.

Compensation Range:
$ 14.25 - $ 18.50 / hour

Benefit Highlights
Challenging and rewarding work environment
Comprehensive education and training center
Competitive Compensation & Generous Paid Time Off
Excellent Medical, Dental, Vision and Prescription Drug Plans
401(K) with company match and discounted stock plan
Career opportunities within VHS and UHS Subsidies
EEO Statement
All UHS subsidiaries are committed to providing an environment of mutual respect where equal employment opportunities are available to all applicants and teammates. UHS subsidiaries are equal opportunity employers and as such, openly support and fully commit to recruitment, selection, placement, promotion, and compensation of individuals without regard to race, color, religion, age, sex (including pregnancy, gender identity, and sexual orientation), genetic information, national origin, disability status, protected veteran status or any other characteristic protected by federal, state or local laws.
We believe that diversity and inclusion among our teammates is critical to our success.
Notice
At UHS and all our subsidiaries, our Human Resources departments and recruiters are here to help prospective candidates by matching skillset and experience with the best possible career path at UHS and our subsidiaries. We take pride in creating a highly efficient and best in class candidate experience. During the recruitment process, no recruiter or employee will request financial or personal information (Social Security Number, credit card or bank information, etc.) from you via email. The recruiters will not email you from a public webmail client like Hotmail, Gmail, Yahoo Mail, etc. If you are suspicious of a job posting or job-related email mentioning UHS or its subsidiaries, let us know by contacting us at: https://uhs.alertline.com or 1-800-852-3449.
Pay Transparency:
To encourage pay transparency, promote pay equity, and proactively address regulations, UHS and all our subsidiaries will comply with all applicable state or local laws or regulations which require employers to provide wage or salary range information to job applicants and employees. A posted salary range applies to the current job posting. Salary offers may be based on key factors such as education and related experience.",Housekeeper,Service
EVS Housekeeper,Spotsylvania Regional Medical Center,"4600 SPOTSYLVANIA PARKWAY, Fredericksburg, VA 22408",Onsite,N,rt-time,"Introduction
Are you looking for a work environment where diversity and inclusion thrive? Submit your application for our EVS Housekeeper opening with Spotsylvania Regional Medical Center today and find out what it truly means to be a part of the HCA Healthcare team.
Benefits
Spotsylvania Regional Medical Center, offers a total rewards package that supports the health, life, career and retirement of our colleagues. The available plans and programs include:
Comprehensive medical coverage that covers many common services at no cost or for a low copay. Plans include prescription drug and behavioral health coverage as well as telemedicine services and free AirMed medical transportation.
Additional options for dental and vision benefits, life and disability coverage, flexible spending accounts, supplemental health protection plans (accident, critical illness, hospital indemnity), auto and home insurance, identity theft protection, legal counseling, long-term care coverage, moving assistance, pet insurance and more.
Fertility and family building benefits through Progyny
Free counseling services and resources for emotional, physical and financial wellbeing
Family support, including adoption assistance, child and elder care resources and consumer discounts
401(k) Plan with a 100% match on 3% to 9% of pay (based on years of service)
Employee Stock Purchase Plan
Retirement readiness and rollover services and preferred banking partnerships
Education assistance (tuition, student loan, certification support, dependent scholarships)
Colleague recognition program
Time Away From Work Program (paid time off, paid family leave, long- and short-term disability coverage and leaves of absence)
Learn more about Employee Benefits
Note: Eligibility for benefits may vary by location.
We are seeking a(an) EVS Housekeeper for our team to ensure that we continue to provide all patients with high quality, efficient care. Did you get into our industry for these reasons? We are an amazing team that works hard to support each other and are seeking a phenomenal addition like you who feels patient care is as meaningful as we do. We want you to apply!
Job Summary and Qualifications
Position Summary: To support the department’s mission by accomplishing the routine tasks required for the cleaning and disinfections of the hospital building and furnishings.

Duties:
** Read Emails daily.
** Log in and out of Bed Tracker when cleaning a checkout/discharge.
** Put in work orders as needed to the Eng. Department for repairs.
** Floors, Sweep, dry/wet mop, sanitize/disinfect
** Walls windows, doors, Spot clean surfaces between washing, wash and sanitize as scheduled
** Fixtures, furnishings, Furniture: Dust, damp wipes, spot clean, wash, sanitize/disinfect and polish. Change drapes, woodwork, window frames. Empty, clean reline waste baskets and clean and rearrange furniture as needed. Clean light fixtures over sink.
** Waste and soiled linens: Remove waste and soiled linens from work area. Handle carefully; always wear gloves. Place in specified bags or containers. Take linens and trash to soiled/trash room for pickup.
** Stairways, elevators, entrances and exits: Spot clean stairways daily and as scheduled. Wet mop floors.
** Horizontal surfaces: Remove dust, dirt, greasy film, wash if necessary and sanitize daily in patient rooms and patient care areas.
*** Patient rooms: in addition to above, perform terminal cleaning procedures and prepare room for the new occupant or concurrent cleaning procedures for rooms with long –term patients. Follow universal precautions in all rooms.
*** Bathrooms: Clean and disinfect daily all fixtures, floors, mirrors, windows, doors, walls as far as can be reached. Clean higher areas as scheduled. Replenish bathroom supplies.
*** Utility rooms, kitchens (nursing floors), closets, ect.: clean floors, furnishings, fixtures, ect.
*** Cleans isolation rooms according to established procedures.
*** Request and collects supplies and equipment.
*** Takes drapes down for laundering and hangs drapes.
*** Performs hard surface care (i.e. dust mopping, wet mopping, burnishing) according to established cleaning methods.
*** Performs medical waste removal (i.e. trash, collection, linen collection).
*** Performs corrective care (shower scrubbing, refinishing, auto scrubbing) according to established procedure.
*** Performs carpet care (i.e corridor sweeper, spot cleaning, extracting) according to established procedure.
*** Does specific cleaning in O.R. according to O.R. procedures.
*** Linen Delivery/control according to established procedure
*** Daily restocks and cleans carts
*** Performs assigned departmental/hospital projects
*** Help on other floors when needed.
*** At end of shift turn in completed work assignment/project sheet
What qualifications you will need:
Experience: Institutional experience preferred

Work Experience in lieu of Degree
What qualifications you will need:

Work Experience in lieu of Degree
This role requires you to be fully vaccinated for COVID-19 based on local, state and /or federal law or regulations (unless a medical or religious exemption is approved).
Spotsylvania Regional Medical Center has provided quality healthcare services since 2010. We give patient's access to trained physicians and advanced technology. Our 130+ bed hospital is one of the leading community hospitals for the Fredericksburg area. The center is a part of HCA Virginia, which is the commonwealth's most comprehensive healthcare network. We offer a wide range of inpatient and outpatient medical services. The services include a 24-hour emergency room, advanced-technology operating rooms, cancer care center, advanced imaging, heart and vascular care, obstetrics and neonatal care, intensive care and psychiatric care.
At Spotsylvania Regional Medical Center, our care like family culture extends to our patients, our people and our community. We are committed to each other because when we join together, our patients are cared for in the safest and most compassionate way.
HCA Healthcare has been recognized as one of the World’s Most Ethical Companies® by the Ethisphere Institute more than ten times. In recent years, HCA Healthcare spent an estimated $3.7 billion in cost for the delivery of charitable care, uninsured discounts, and other uncompensated expenses.
""Across HCA Healthcare’s more than 2,000 sites of care, our nurses and colleagues have a positive impact on patients, communities and healthcare.
Together, we uplift and elevate our purpose to give people a healthier tomorrow.""- Jane Englebright, PhD, RN CENP, FAAN
Senior Vice President and Chief Nursing Executive
If you find this opportunity compelling, we encourage you to apply for our EVS Housekeeper opening. We promptly review all applications. Highly qualified candidates will be directly contacted by a member of our team. We are interviewing apply today!
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",Housekeeper,Service
"Housekeeper, Part-time",Comfort Suites by Choice Hotels,"Morrow, GA 30260",Onsite,"$71,760 - $78,838 ",rt-time,"About us
Comfort Suites by Choice Hotels is a small business in Morrow, GA. We are professional, agile and our goal is to Comfort Suites by Choice Hotels.
Our work environment includes:
Modern office setting
Food provided
We are looking for energetic and enthusiastic Housekeepers with a passion for cleaning and organizational skills. The successful candidate will be responsible for keeping the public areas of our client's offices clean, organizing the office and preparing it for meetings. The ideal candidate will be highly detail oriented, have experience in project management and enjoy working with others.
Responsibilities:
Clean dishes, countertops, and floors.
Be able to lift heavy objects.
Wash curtains, bedding, and clothing.
Clean windows and mirrors.
Meet the needs of all customers.
Clean the inside of refrigerators and freezers.
Warn management of hazardous conditions.
Keep an eye out for theft and damage.
Job Type: Part-time
Pay: $71,760.00 - $78,838.00 per year
Benefits:
Employee discount
Flexible schedule
Schedule:
Monday to Friday
Weekend availability
Ability to commute/relocate:
Morrow, GA 30260: Reliably commute or planning to relocate before starting work (Required)
Willingness to travel:
25% (Preferred)
Work Location: In person",Housekeeper,Service
