Title,Company,Location,Type,Salary,Contract_type,Job_Description,JobType,Industry
Athletics Referee / Umpire / Instructor,City of Republic,"Miller, MO",Onsite,P,rt-time,"JOB
Primary PurposePerforms general guidance in the following positions available. Cooperates in providing a safe, fun, and learning environment for the youth sport participants while calling a fair game.Soccer Referee (Spring & Fall)Baseball Umpire (Summer)Softball Umpire (Summer) Cheer Instructor/Coach (Fall)Flag Football Referee (Fall) Basketball Referee (Fall & Winter)Volleyball Referee (Fall & Winter)Dance Instructor/Coach (Winter)Futsal Referee (Winter)

EXAMPLE OF DUTIES
Maintains control of the game.Ensure that coaches, players, and fans are behaving in an orderly manner.Officiates the game to the best of his/her ability, calling a fair game.Always acts in a professional manner.Always puts the best interest of the participants first.Arrives 15 minutes prior to game time.Maintains a professional work appearance adhering to designated referee dress code.Helps maintain cleanliness of the facility and equipment.Deals effectively and courteously with fellow employees and the public.Performs other duties as assigned. Important DutiesAttends staff meetings and in-service training sessions as deemed appropriate by supervisors.Maintains a neat and orderly work area with necessary supplies and equipment.

SUPPLEMENTAL INFORMATION
Physical DemandsPerforms bending, squatting, crawling, twisting, kneeling, and reaching to ground level and overhead; Must be able to reach, grip and hold; Must be able to walk and stand for prolonged periods of time; Must be able to push, pull, lift, and carry 60 pounds. Work EnvironmentBoth indoor and outdoor working environments with exposure to dust and pollen, toxic fumes, chemicals or smoke, contagious diseases, electrical and mechanical hazards associated with equipment, extreme noise; Subject to variety of extreme weather condition; Susceptible to safety hazards associated with working in and around high traffic volume; Works in confined places and awkward positions. Miscellaneous RequirementsWill be required to work a variety of shifts including nights, weekends, and/or holidays.Subject to emergency call-in. Must be a dependable person due to the small size of the work force. May be subject to random substance abuse testing. Selection GuidelinesFormal application, rating of education and experience, oral interview, reference check and job-related tests may be required. The duties listed above are intended only as illustrations of the various types of work that may be performed. The omission of specific statements of duties does not exclude them from the position if the work is similar, related or a logical assignment to the position. The job description does not constitute an employment agreement between the employer and employee and is subject to change by the employer as the needs of the employer and requirements of the job change.THE CITY OF REPUBLIC IS AN EQUAL OPPORTUNITY EMPLOYER. Individuals with disabilities should request reasonable accommodations in accordance with the Americans with Disabilities Act prior to testing or appointment. Proof of United States Citizenship/Authorization to Work in the United States as established by the immigration Reform Act of 1986 is a condition of employment. We are committed to diversity and a drug-free workplace. Pre-employment drug testing is required.",Referee,Sport and Recreation
Youth Soccer Referee,"Norwalk, City of (IA)","Norwalk, IA 50211",Onsite,$15 per g,l,"JOB
The Norwalk Parks and Recreation Department is looking for people age 14 and older for seasonal part-time employment during the Spring/Fall soccer seasons. This position will be for officiating Youth Soccer games during weeknights at McAninch Sports Complex. Applicants should be enthusiastic about sports and working with children as well. Previous officiating experience and working with children is preferred, but not required. Duties include, officiating first and second grade, third and fourth grade or fifth/seventh grade soccer games, communicating with coaches and players on rules and working with on-site Facility Supervisors. Rules for each program will be provided. Hours of work are 5:00pm – 8:00pm (varies from night to night) weeknights Monday - Friday during the months of March - May and September - October. Pay is $15 per game officiated. Officials must bring their own stopwatch and whistle to the game. Game soccer balls will be provided. Officials must have their own transportation to and from the sports complex. Athletic wear is suggested with no foul language, drinking or drugs depicted on clothing as this is a family oriented sports complex.

EXAMPLE OF DUTIES
Duties and ResponsibilitiesThe official will arrive fifteen (15) minutes prior to the scheduled game start.Must check in with the Facility Supervisor in the Equipment Room prior to heading to the field.Demonstrate the ability to officiate youth soccer games, while showing sufficient knowledge of rules and mechanics.Communicating with coaches and players while reviewing basic rules.Remaining unbiased while officiating games, avoiding verbal confrontations with spectators.The official will approach his/her position as a representative of Norwalk Parks and Recreation, displaying respect for the facility, participants, parents and co-workers.Keeping track of official game times.Other duties as assigned.",Referee,Sport and Recreation
Parks and Recreation Part Time Employee - UMPIRE/REFEREE,City of Novato,"Novato, CA 94945",Onsite,P,rt-time,"JOB
Come Join Our Team!THE CITY OF NOVATO IS RECRUITINGFORSOFTBALL UMPIRES & BASKETBALL REFEREESApplication Deadline: Continuous Until FilledThe City of Novato is currently seeking softball umpires and basketball referees to officiate men's and coed softball leagues and men's, women's, and youth basketball leagues. Ideal candidates will have prior experience and a working knowledge of softball and/or basketball. While prior experience is desirable it is not mandatory. Additionally, candidates have the opportunity to apply for both positions, but can apply for just softball or basketball if there is a preference.Umpires and Referees are part of the Sports Official classification of part-time hourly employees. The Sports Official information is listed below.DEFINITIONSports Official I: Performs duties associated with officiating children's or teen sports programs.Sports Official II: Performs duties associated with officiating adult sports programs.This is a part-time/temporary position.SUPERVISION RECEIVED AND EXERCISED (both classifications)Receives supervision from the Recreation Supervisor, Coordinator or Recreation Leader responsible for the specific program.

EXAMPLE OF DUTIES
EXAMPLES OF DUTIES (both classifications) Duties may include but, are not limited to, the following: officiating a sports activity assisting in the setup and/or breakdown of equipment on a field or in a buildingreporting of scores to the staff member responsible for the specific programeffective communication with participants and coaches

SUPPLEMENTAL INFORMATION
COVID Vaccination PolicyPer City of Novato Administrative Policy 3.12, in order to ensure the City fulfills its primary function of protecting the health and safety of the community while also meeting its obligation to provide a safe and healthy workplace for employees, effective October 7, 2021, any person applying for a position with the City of Novato, whether full or part time, as a condition of employment must be fully vaccinated* for COVID-19 or have requested and received an exemption. All newly hired City employees must certify that they have been fully vaccinated* prior to their first day of employment, as a condition of employment. *To be fully vaccinated, 14 days or more must have passed from the date the employee received the second dose in a two-dose COVID-19 series or a single dose COVID-19 vaccine.SELECTION PROCESSIt is important to complete all required application materials, including the supplemental questionnaire and any required additional documents. All applications will be screened for completeness and possession of minimum qualifications. Qualified applications will be reviewed in detail to identify the most qualified candidates to continue in the selection process. As a result of the selection process an eligibility list of qualified candidates will be established to fill current vacancies. APPLICATION PROCEDUREOnly Online Applications will be accepted. To be considered for this exciting opportunity, candidates must complete an online application and the required supplemental questionnaire. The supplemental questionnaire is part of the application; please provide sufficient detail to enable your answers to be rated. APPLICATION DEADLINE: Continuous Until FilledAccommodation: Applicants who may require special assistance in any step of the selection process should advise Human Resources by emailing hr@novato.org upon submittal of application. The City of Novato is an Equal Opportunity Employer",Referee,Sport and Recreation
Sports Official,City of Lansing,"Foster, MI",Onsite,$9 - $25 per g,ry,"JOB
The City of Lansing Parks & Recreation Department is looking for part-time Sports Officials to umpire, referee, and score keep various recreational programs within the community. If you have a passion for sports (youth or adult), this is a great opportunity to learn more about sports and get paid for your passion!* NOTE: The salary for this TEA (Temporary Employment Agreement) Sports Official opportunity ranges from $9.00 to $25.00 per game.Responsibilities include but are not limited to: •Officiating or score keeping for various recreation sport programs (baseball, softball, soccer, football, floor hockey, etc.)•Gaining greater knowledge of sports with regard to rules, scoring, equipment needs, and playing field•Cultivating teamwork and sportsmanship between participants, coaches, and the community Successful candidates will be at least 16 years of age. Sport Official experience is preferred but not required. The City of Lansing is an Equal Opportunity Employer and a Certified Veteran Friendly Employer.The City of Lansing provides reasonable accommodation to applicants and employees with disabilities where appropriate. If you need reasonable accommodation for any part of the application and hiring process, or during employment, notify the Department of Human Resources at (517) 483-4004. Determinations on requests for reasonable accommodation will be made on a case-by-case basis.

EXAMPLE OF DUTIES
Must be prepared to provide proof of meeting the age requirement to the Parks & Recreation staff once being notified you are being considered for the position.* NOTE: The salary for this TEA (Temporary Employment Agreement) Sports Official opportunity ranges from $6.00 to $25.00 per game.",Referee,Sport and Recreation
Recreation Leader-Sports Official - Referee,Town of Camp Verde,"Parks, AZ",Onsite,Se,l,"JOB
Under general supervision, organizes, conducts and supports recreation programs and activities for the Town of Camp Verde Parks & Recreation Division.

EXAMPLE OF DUTIES
The following duties ARE NOT intended to serve as a comprehensive list of all duties performed by all employees in this classification, only a representative summary of the primary duties and responsibilities. Incumbent(s) may not be required to perform all duties listed and may be required to perform additional, position-specific duties. Performs delivery of programs, events and activities for the Parks & Recreation Division; including adult and children’s programs, recreation and skills classes, special events, community activities, the Heritage Pool, sports programs, trips and other activities. Identifies and resolves problems within scope of authority; coordinates work groups, coordinates detailed schedules, and oversees event activities; meets with participants to resolve technical and administrative issues; monitors expenditures; maintains program records and files; prepares special and recurring reports. Ensures clean and safe recreation venues and events, ensures adherence to policies and procedures for efficient and safe operations. Enforces rules, regulations and safety precautions at recreation facilities and outdoor venues; maintains discipline, monitors behavior, resolves issues, monitors program activities, and assists participants in recreation activities and special programs. Responds appropriately to injuries or other emergencies in the workplace. Reports and resolves complaints, requests, safety conditions, security issues and illegal activities. Sets up and takes down equipment and prepares venues for activities and events; supervises and coaches participants; maintains equipment and facilities in clean and safe condition; communicates with general public, community resource agencies, and other organizations in order to conduct program activities; assists with special projects and special events as directed. Monitors and coordinates the use and maintenance of recreation facilities, equipment and materials; inspects facilities and grounds, and reports conditions needing repair or maintenance; produces work orders and coordinates with maintenance staff to assist with requests like setting up gym, turning on electric power, etc., as they relate to facility use. Monitors, coordinates, accepts and schedules reservations for the use and rental of Town facilities; receipts associated revenues; signs out & in keys & other equipment, and completes appropriate paperwork & records. Monitors, coordinates and accepts program registration paperwork; receipts funds for registration and appropriately compiles registration and revenue paperwork according to direction and procedures. Performs other related duties as assigned or required.

SUPPLEMENTAL INFORMATION
High school diploma or GED equivalent; AND one year of work experience which would prepare a person for this position; OR an equivalent combination of education and experience.",Referee,Sport and Recreation
Seasonal - Youth Baseball/Softball Umpire/Scorekeeper,City of Appleton,"Appleton, WI 54911",Onsite,$30 per g,l,"JOB
The youth sports official will serve as a referee in one or more of our youth sports leagues, including baseball/softball, soccer, basketball, flag football and kickball. Youth sports officials should have a strong working knowledge of the sport they are interested in officiating and be passionate about teaching and encourage kids in the fundamentals of the game.

EXAMPLE OF DUTIES
Interpret and enforce National Federation of State High School Associations and local rule adaptations • Supervise and control the general conduct of all participants • Invoke and impose penalties for violations of said rules • Make decisions on any point not specifically covered in said rules • Examine equipment and playing area to check compliance with said rules • Report information in connection with all protests • Shall wear issued clothing for means of identification while complying with the City of Appleton dress code • Sign own name on the results/pay sheet for each day worked • Coordinate on site game cancellation with the field supervisor
SUPPLEMENTAL INFORMATION
Candidates may be hired at anyone of the levels listed below, based on meeting the minimum requirements of each position. Minimum requirements are: Youth Sport Official I - Pay Grade 2; $13.01- $15.00/hour; Minimum of a high school student. Youth Sport Official II - Pay Grade 4; $17.01 -$19.00/hour; Minimum of a high school graduate/GED; Two years of umpiring experience or a combination of past experience at the junior high or high school level. Serves as a mentor and advocate to other umpires. Youth Sport Official III - Pay Grade 5; $19.01-$22.00/hour; Minimum of a high school graduate/GED; Four years of umpiring experience or a combination of past experience at the junior high or high school level. Serves as a mentor and advocate to other umpires. Has earned the respect of participants, coaches, and the public through past work in the department.WIAA Certified Sports Official-$30.00 per game",Referee,Sport and Recreation
Youth Sports Program Instructor,Meriden New Britain Berlin Young Mens,United States,Onsite,P,rt-time,"POSITION SUMMARY:
This position supports the work of the Y, a leading nonprofit, charitable organization committed to strengthening community through youth development, healthy living and social responsibility. The Program Instructor’s responsibilities will include: team building activities, coaching, mentoring, referee, scoreboard/scorebook operator in various sports programs.
OUR CULTURE:
Our mission and core values are brought to life by our culture. In the Y, and we strive to live our cause of strengthening communities with purpose and intentionality every day. We are welcoming: we are open to all. We are a place where you can belong and become. We are genuine: we value you and embrace your individuality. We are hopeful: we believe in you and your potential to become a catalyst in the world. We are nurturing: we support you in your journey to develop your full potential. We are determined: above all else, we are on a relentless quest to make our community stronger beginning with you.
ESSENTIAL FUNCTIONS:
Ability to instruct program participants
Ensure equipment, playing area are safe / and in proper working order
Report results, cancellations to the Director following the game(s)
Attend all meetings and training as required
Knowledge of scorekeeping, game rules and regulations and scoreboard operations.
Ability to work in a relatively noisy environment during sporting events
Ability to de-escalate situations with participants and/or spectators
QUALIFICATIONS:
CPR / First Aid / AED certification required within sixty (60) days of hire
Specific knowledge and application of game rules
Minimum two (2) years’ experience with youth sports/adult sports
Continued commitment to the YMCA cause
Continued availability to the YMCA sports programs",Referee,Sport and Recreation
2023-A Seasonal - Swim Team Coach (3/023),City of Prattville,"Prattville, AL 36067",Onsite,Se,l,"JOB
This position is responsible for the administration and coordination of aquatic teams, provide a central point of contact for team (parents), responsible for wellbeing of athletes and staff, and attend meetings and swim meets as required. Successful performance in this position contributes to the efficient and safe environment for the participants. FLSA status is Non-Exempt.

EXAMPLE OF DUTIES
The following duties are normal for this classification. The omission of specific duties does not exclude them from the classification if the work is similar, related, or logical assignments for this classification. Other duties may be required and assigned. Specific duties listed may not be required for all positions in this classification but are determined by the normal requirements for this particular position.ADMINISTRATION DUTIES (30%)Promotes the aquatic program through news releases, flyers, social media, and handouts.Develops team administrative handbook that includes all information about the team: team philosophy, important dates, meet schedule, practice groups, practice times, staff/personnel, etc.Manages all practice groups by developing a coordinated training and practice plan.Develops the team roster, team registration, meet lineups, and volunteer recruitment. Assigns swimmers to appropriate training groups.Communicates between coaches, athletes, and parents regarding training and competition. Communicates information on swim team meets; provides information on location, transportation, and other areas of logistics.Coordinates and works closely with the parent's group to develop volunteers and advocates.Maintains records of achievements.Attends ARPA District V meetings as scheduled.Serves as liaison with the pool management and staff to determine availability and schedule pool use.Ensures a safe environment.Manages the meet calendar, entries, and results. Oversees registration of home and away meets.Serves as meet director at home meets or assigns that duty to a volunteer. Directs meet setup or assign that duty to a volunteer. Ensures all meet volunteer positions are filled or assign that duty to a volunteer: referees, timers, runners, concessions, awards, announcer, clerk of course, and timing console/computer operators.SUPERVISORY RESPONSIBILITIES (20%)Recruits and develops a coaching staff. Evaluates performance and training needs for the staff.Assigns coaches to training groups and ensure adequate coverage is provided for each practice session. Determines coach coverage at meets and attend majority of meets personally.Ensures proper swimming technique is taught by assistant coaches and that coaches maintain a safe environment.COACHING RESPONSIBILITIES (40%)Sets and evaluates individual goals for senior level swimmers.Provides individual and team feedback for improvement and recognition.Develops practices for all training groups or delegates to assistant coaches.Develops season training plan for stroke technique progression and dryland progression, as appropriate, for all levels and effectively communicate to swimmers and coaches.Coaches specific training groups and other groups on a temporary basis as may be required to maintain the continuity of the training groups.Establishes a culture that fosters team values and provides a stable, professional, and positive environment for all members and staff.Ability to lead and motivate.OTHER RELATED DUTIES (10%)Performs other duties as needed or assigned.

SUPPLEMENTAL INFORMATION
The following requirements are normal for this classification. Specific requirements may not apply to all positions within this classification but are determined by the normal requirements for the particular position. The following list was developed through job analysis; however, it is not exhaustive and other duties may be required and assigned. Job duties are typically performed while intermittently sitting, standing, walking, bending, crouching or stooping. Employees occasionally lift light and heavy objects, climbs ladders, uses equipment requiring a high degree of dexterity, distinguishes between shades of color, and utilizes the sense of smell.Job duties are typically outdoors, occasionally in extremely hot weather. Employees are exposed to noise, dust, dirt, and irritating chemicals.Job duties may require the use of protective devices such as masks, goggles, gloves, etc.Job duties require the ability to deal with and relate to people beyond giving and receiving instructions.Job duties require the ability to talk, express, or exchange ideas by means of spoken words and/or hear and perceive the nature of sounds by ear.Job candidates must be able to adapt to and perform under moderate stress.Job duties require regular, punctual attendance consistent with the ADA, FMLA and other federal, state and local standards.KNOWLEDGE, SKILLS, AND ABILITIES: Knowledge of department and city policies and procedures.Knowledge of city operations, policies, programs, and personnel.Knowledge of first aid.Knowledge of CPR.Skill in swimming.Skill in the provision of customer services.Skill in oral communication.Skill in interpersonal relations.Skill in problem-solving.Ability to work under pressure. SUPPLEMENTAL INFORMATION: Must provide proof of your legal right to work in the United States.Must possess and maintain a valid driver's license.Must be able to lift up to 50 pounds repeatedly.Willing to work overtime.Willing to cooperate with the workload of the department.Willing to attend continuing education courses.Willing to comply with City of Prattville rules and regulations.Must submit to drug screenings for this safety sensitive position.Must accomplish the essential functions of the job, with or without reasonable accommodations, in a timely manner. EEOC COMMITMENT: The City of Prattville is committed to maintaining equal employment opportunity by considering job applicants and employees for hiring and advancement on the basis of job-pertinent individual differences and not on the basis of extraneous factors such as race, color, religion, sex, national origin, physical and mental disability, marital status, sexual orientation, genetics, status as current or former uniformed service member, or any other classifications protected by law.",Referee,Sport and Recreation
Sports Official 1/2/3 (PT),The Town of Parker,"Parker, CO 80138",Onsite,$17.53 - $24.56 ,rt-time,"JOB
Under the general supervision of the Sports Staff, this position is responsible for officiating sports leagues for the Town of Parker. This position may include working with youth, coaches, parents, spectators, adults, sports supervisors and other officials/referees within the athletic section of the Recreation Department. Must be able to effectively and accurately exercise knowledge of the sport and demonstrate fairness in calls.

EXAMPLE OF DUTIES
For more information on job functions, requirements and a full list of essential qualifications for the Sport Official1/2/3, please view the full job descriptions available on the employment page of the Town of Parker website, https://www.parkeronline.org/201/Employment-Opportunities, under the 'Job Descriptions' link.

SUPPLEMENTAL INFORMATION
This job posting for a Sports Official/Referee 1/2/3 is based on applicant experience and qualifications. Full salary range for Sports Official/Referee 1 is: $17.53/hr. - $24.56/hr.Full salary range for Sports Official/Referee 2 is: $19.06/hr. - $26.74/hr.Full salary range for Sports Official/Referee 3 is: $21.24/hr. - $29.76/hr.Part-time and Seasonal Town of Parker employees have limited access to benefits which include: employee assistance program (EAP), one (1) hour of sick time accrued for every thirty (30) hours worked, and employee plus one (1) other member in your household a membership to the Parker Recreation Center and/or Fieldhouse. The Town of Parker is an Equal Opportunity employer.Please contact jobs@parkeronline.org with questions regarding this position. Applicants must have the ability to successfully complete a pre-employment background check. Applications will be accepted on a continuous basis until a sufficient number of qualified applications have been received.",Referee,Sport and Recreation
Seasonal Recreation Referee/Umpire,City of Baraboo,"Baraboo, WI 53913",Onsite,$25 per g,l,"JOB
ADULT SOFTBALL UMPIREHours: Various part-time hours available. Tuesdays in June thru August $25 Per Game* Must be at least 16 years of age* Must have knowledge of the sport officiating

EXAMPLE OF DUTIES
Examples of Work: Start games on time, maintain rules and order during games and monitor for weather conditions during the game, calling off contests when necessary to ensure participant safety.Report scores and any disciplinary issues to office following contests.Assist with the set-up and take down of the activity area and the proper storage of all equipment associated with the activity.Communicate the basic techniques, rules, and proper use of equipment needed for conducting the specific sport.Interact with program participants, families, and coaches in a positive and enthusiastic way.Assist the Supervisor/Coordinator with resolving potential conflicts between coaches, parents, program participants, and other staff members in a courteous manner.Assist the Supervisor in ensuring the safety and well being of program participants, coaches, and staff.Attend staff meetings, orientation, and training sessions as required.Contact the Supervisor, Recreation Coordinator or Department Director in the case of an accident/injury to a program participant, coach, staff member, or other person(s) related to the program and activate EMS as needed.Report any vandalism, graffiti, or other problems observed at a program facility.Advise the Supervisor, Recreation Coordinator or Department Director of any suspicious person(s), Vehicles(s), or any activity generally considered to be unwholesome or illegal.Other related tasks as assigned.",Referee,Sport and Recreation
Referee/Umpire,City of Onalaska,"Onalaska, WI 54650",Onsite,Se,l,"JOB
Under the supervision of the Recreation Manager or designee, the employee in this position is responsible for enforcing the rules of a game and oversight of any portion associated with specific sports games. Independently provides sport specific rule interpretation to players, coaches, and spectators during sporting events. ESSENTIAL JOB FUNCTIONS: Any one position may not include all the duties listed, nor do the examples listed in their relative order of importance include all the duties that may be found in positions of the like.Administers the rules of a particular sport.Promotes sportsmanship, cooperation, and teamwork.Teaches participants the rules and regulations of the activity/sport.Assists with the set-up and cleanup of facilities.Reports injuries, facility hazards, and program concerns to the Recreation Manager or designee.Attends training and organizational meetings as needed or requested.Maintains communication with program participants, staff and office staff.Resolves conflicts between participants and between coaches.Other duties as required or assigned.

EXAMPLE OF DUTIES
High School diploma or equivalent preferred. Must possess supervision and leadership techniques/skills. Experience playing, coaching or being part of a sport or program of similar nature.

SUPPLEMENTAL INFORMATION
The work environment characteristics described herein are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.Physical Effort: The employee is occasionally required to exert light to medium physical effort in sedentary and light to medium work involving lifting, carrying, pushing, walking, standing, throwing, catching, reaching with hands and arms, standing, sitting, climbing, balancing, stooping, running, jumping, kneeling or crouching. The employee must occasionally lift and/or move 25 pounds. Specific vision abilities required include close and distant vision and the ability to adjust focus.Working Conditions: The noise level in the work environment is moderately quiet. The work environment varies depending upon the activity, sport or office work being completed; normally office and some activities work will be completed indoors with controlled climate conditions; sports and some activities will normally be outdoors with uncontrolled climate conditions. Occasionally the employee may be required to be outdoors for a long period of time, and therefore subject to varying weather conditions, for purposes of accomplishing the essential functions of this job.",Referee,Sport and Recreation
JV Softball Head Coach,Lancaster County Public Schools ( VA),"Kilmarnock, VA",Onsite,"$2,000 ", month,"Position Description:

The JV High School baseball coach is responsible for working to organize thesoftball program at Lancaster High School. The coach will develop practice schedules, effectively communicate with players and parent, motivate students and instruct student athletes in game strategies and techniques.

Essential Duties and Responsibilities of a Softball Coach
Knows and understands the softball league rule book and any changes that are made.
Studies the skills and abilities of the players on the team and puts each player in the most suitable position.
Recognizes and uses each player's specific talents to devise plays and playing strategies for games.
Studies the abilities of the players on opposing teams as well as their coach's strategies.
Asks the referee questions about calls on plays.
Keeps up with the score throughout the game.
Devises drills and practice exercises that will adequately prepare players for each game.
Teaches players the rules of the game and how to avoid making fouls that result in penalties.
Works with individual players to hone their particular skills and eliminate bad habits.
Completes any paperwork required for the job especially in a public school setting.
Gives instructions to assistant coaches and uses them effectively to help build the skill level of the team.
Trains assistant coaches to become head coaches in the future.
Looks for new players and recruits them for the team.
Participates in fundraising events and activities when coaching.
Must possess the ability to establish and maintain effective working relationships with school administrators, parents, and students.
Model good sportsman-like behavior and always maintain appropriate conduct towards players, officials and spectators.

Required Knowledge, Skills and Abilities
Understand the fundamentals of the game of softball.
Be in good physical condition.
Have the ability to motivate players to reach their potential.
Must have exceptional leadership skills.
Must have excellent communication skills.
Have the ability to make quick decisions under pressure.
Be able to effectively handle stress and keep the temper in check.
Have the ability to notice small details.
Must have an excellent memory and superior concentration skills.

Education and Experience:
Have experience playing on a softball team.
Have past experience as an head or assistant softball coach.

Report to:

Athletic Director or Administration

Terms of Employment:

As per contract and board policies and regulations

Salary Range:

$2000.00

This job description in no way states or implies that these are the only duties to be performed by this employee. The Assistant Coach will be required to follow any other instructions and to perform any other related duties as assigned by the Head Soccer Coach, Athletic Director & Principal or appropriate administrator. Lancaster County Public Schools reserves the right to update, revise or change this job description and related duties at any time.",Referee,Sport and Recreation
Girls JV Basketball Coach,Wheaton Academy,"West Chicago, IL 60185",Onsite,N, month,"Description:
The Girls JV Basketball Coach supports the Head Varsity Basketball Coach by maintaining the Basketball program’s overall level of excellence, its reputation within the community, the leadership of the coaching staff, and the physical and spiritual development of players.
Essential duties include the following. Other duties may be assigned:
Coaches the junior varsity team.
Attends all regular season and post-season practices and games.
Continues to pursue growth in skills as a position coach by learning from other coaching staff and attending coaching clinics.
Uses requisite technology independently to perform coaching instructional and program operational duties.
Assistant and Junior Varsity coaches are assigned select roles by the head varsity coach. These could include:
Coaching:
Position strategy and coordination.
Player discipleship and leadership development.
Development and oversight of other assistant coaches.
Communication:
Assist with communication to parents
Assist with communication to players
Assist with communication to parent volunteers
Assist with social media:
Coordination with Sports Information Director to keep social media and website current.
Program operations
Athletic Trainer coordination.
Assist with referee coordination.
Assist with team excursions.
Assist with community and school service activities.
Assist with college recruiting.
Assist with summer camp operations.
Representing Wheaton Academy within in the conference and IHSA.
Requirements:
Qualifications: The JV Basketball Coach accepts without verbal or mental reservations the Educational Philosophy and Mission of Wheaton Academy as outlined in the Statement of Faith and is committed to upholding them. The coach shall follow a Christian lifestyle and shall maintain a Christian church affiliation whose fundamental beliefs are in alignment with the Statement of Faith of this school. The coach affirms that, as part of the qualifications for this position, he/she is a ""born again"" Christian who knows the Lord Jesus Christ as Savior.
The ideal candidate has prior collegiate playing experience. This person is knowledgeable of the game and has prior coaching experience. This individual has proven leadership experience in directing others and a program toward the completion of a vision in coaching or other professional contexts.
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed above are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.",Referee,Sport and Recreation
Referee,Town of Pagosa Springs,"Pagosa Springs, CO 81147",Onsite,$15 - $25 ,l,"JOB
Officiate games or competitions for both kids and adult leagues organized by the Town to include any of the following sports: SoftballBaseballBasketballSoccerVolleyballT-BallHourly pay range: $15.00 - $25.00/hr.

EXAMPLE OF DUTIES
Make sure that the rules of the game are being followed by all players. Explain the rules as needed and ensure that all participants understand these rules. Make calls regarding when these rules are broken and assess penalties.Track time of events indicating the start and end of each game. Determine if a game needs more than the allotted time to complete.Inspect equipment to make sure that it meets the specifications set by the Town and safety standards.

SUPPLEMENTAL INFORMATION
Working in a fast-paced environment, Referees/Officials need to have an eye for detail and possess strong verbal communication, decision-making, and leadership skills. Ability to easily resolve conflicts and utilize above-average customer service skills.Referees/Officials should be energetic and have the physical ability to be on their feet for long periods of time, as they will be standing, walking and even running during sporting events.",Referee,Sport and Recreation
